,Unnamed: 0,name,coin,supply,mcap,price,set,new-mcap,var,prop-newmcap,prop-mcap
44,44,Theta Network,THETA,1000000000,1133433361,1.1334334,1.0,1000000000.0,88.23,0.09729071039713195,0.11027253687949891
45,45,Axie Infinity,AXS,83008439,1128918048,13.6000395,1.0,83008439.0,7.35,0.008075949999266994,0.10983323887006351
46,46,TrueUSD,TUSD,1096377229,1096889958,1.0004677,1.0,1096377229.0,99.95,0.10666731947264901,0.10671720324130023
47,47,Bitcoin SV,BSV,19153258,1003165274,52.3756989,1.0,19153258.0,1.91,0.0018634340772395509,0.09759866215319353
48,48,OKB,OKB,60000000,965767889,16.0961315,1.0,60000000.0,6.21,0.005837442623827917,0.09396024399954848
49,49,Pax Dollar,USDP,945642940,944148877,0.9984201,1.0,945642940.0,100.16,0.09200227341463244,0.09185691496398435
50,50,Zcash,ZEC,15133006,930610967,61.4954469,1.0,15133006.0,1.63,0.0014723009041840603,0.09053980208279191
51,51,KuCoin Token,KCS,98379861,906329816,9.2125543,1.0,98379861.0,10.85,0.009571446565461097,0.08817747165274188
52,52,BitTorrent-New,BTT,937418500000000,815574944,9e-07,1.0,937418500000000.0,114939590.4,91202.11180441384,0.07934786568386111
53,53,Huobi Token,HT,153357694,782733151,5.1039705,1.0,153357694.0,19.59,0.014920278994125982,0.07615266431217554
54,54,IOTA,MIOTA,2779530283,780010027,0.2806266,1.0,2779530283.0,356.35,0.2704224758034112,0.07588772964371608
55,55,Maker,MKR,977631,757727485,775.064912,1.0,977631.0,0.13,9.511441449625851e-05,0.07371984530308215
56,56,Helium,HNT,124838712,753522245,6.0359662,1.0,124838712.0,16.57,0.012145646975542962,0.07331071451609171
57,57,USDD,USDD,741075891,741237451,1.000218,1.0,741075891.0,99.98,0.07209979989357752,0.0721155181807493
58,58,Klaytn,KLAY,3012634799,719403411,0.2387954,1.0,3012634799.0,418.77,0.2931013797618308,0.0699912689183099
59,59,The Graph,GRT,6900000000,716198928,0.1037969,1.0,6900000000.0,963.42,0.6713059017402104,0.06967950249078436
60,60,eCash,XEC,19153473423303,710560936,3.71e-05,1.0,19153473423303.0,2695542.7,1863.4550359257357,0.06913097824389101
61,61,Fantom,FTM,2545006273,702518248,0.2760379,1.0,2545006273.0,362.27,0.24760546826532712,0.06834849941486852
62,62,Neutrino USD,USDN,685526865,672508799,0.9810101,1.0,685526865.0,101.94,0.06669539569216877,0.06542885880303202
63,63,Synthetix,SNX,234503573,648101202,2.7637157,1.0,234503573.0,36.18,0.022815019207835692,0.06305422635181512
64,64,THORChain,RUNE,330688061,647419835,1.9577962,1.0,330688061.0,51.08,0.0321728763745401,0.06298793567234395
65,65,Neo,NEO,70538831,646552289,9.1659059,1.0,70538831.0,10.91,0.006862772978573234,0.06290353150570176
66,66,PAX Gold,PAXG,340090,588356925,1730.003602,1.0,340090.0,0.06,3.308759769896061e-05,0.05724166320032209
67,67,Curve DAO Token,CRV,527144100,554449998,1.0517997,1.0,527144100.0,95.08,0.05128622397065676,0.05394283418510839
68,68,PancakeSwap,CAKE,144142628,548487020,3.8051687,1.0,144142628.0,26.28,0.014023738676629524,0.05336269181940592
69,69,Lido DAO,LDO,312951154,524874334,1.6771765,1.0,312951154.0,59.62,0.030447240092262243,0.05106539682408151
70,70,Nexo,NEXO,560000011,521178482,0.9306758,1.0,560000011.0,107.45,0.05448279889259171,0.05070582475747885
71,71,Basic Attention Token,BAT,1498344316,509157954,0.3398137,1.0,1498344316.0,294.28,0.14577498292314475,0.04953633904901023
72,72,Waves,WAVES,109170094,497471586,4.5568486,1.0,109170094.0,21.94,0.010621235999381673,0.04839936400432792
73,73,Dash,DASH,10886435,490721028,45.0763751,1.0,10886435.0,2.22,0.0010591489948422012,0.04774259742093088
74,74,Stacks,STX,1330942822,485505343,0.364783,1.0,1330942822.0,274.14,0.12948837265034355,0.04723515972207321
75,75,Zilliqa,ZIL,13218533623,485302282,0.0367138,1.0,13218533623.0,2723.77,1.2860405265900443,0.04721540377312926
76,76,Loopring,LRC,1330119710,476225596,0.3580321,1.0,1330119710.0,279.3,0.12940829149912714,0.04633232654413756
77,77,Enjin Coin,ENJ,896399956,459894378,0.513046,1.0,896399956.0,194.91,0.08721138851919782,0.04474345074326713
78,78,Mina,MINA,650518250,427281534,0.6568325,1.0,650518250.0,152.25,0.06328938266879908,0.04157052398243629
79,79,Fei USD,FEI,424996178,419835892,0.987858,1.0,424996178.0,101.23,0.04134818007368594,0.04084613218289357
80,80,Kava,KAVA,250874925,416816017,1.6614495,1.0,250874925.0,60.19,0.024407799674077198,0.04055232639883303
81,81,STEPN,GMT,600000000,415748657,0.6929144,1.0,600000000.0,144.32,0.05837442623827917,0.04044848218618355
82,82,Bitcoin Gold,BTG,17513924,408978118,23.3515983,1.0,17513924.0,4.28,0.0017039421078013789,0.03978977163710206
83,83,Trust Wallet Token,TWT,416649900,407816587,0.9787992,1.0,416649900.0,102.17,0.04053616475789399,0.03967676546096377
84,84,Decred,DCR,14299344,406900617,28.455894,1.0,14299344.0,3.51,0.0013911933359729664,0.039587650088961306
85,85,NEM,XEM,8999999999,402333105,0.0447037,1.0,8999999999.0,2236.95,0.8756163934768968,0.03914327360173388
86,86,Gnosis,GNO,2579588,392203529,152.0411511,1.0,2579588.0,0.66,0.0002509699490519168,0.038157759956672144
87,87,Kusama,KSM,8470098,386503584,45.6315363,1.0,8470098.0,2.19,0.0008240618515533265,0.03760320825839756
88,88,1inch Network,1INCH,581011047,382849816,0.6589372,1.0,581011047.0,151.76,0.05652697751121142,0.03724773057405126
89,89,Arweave,AR,33394701,375474802,11.2435444,1.0,33394701.0,8.89,0.003248994183789813,0.036530210222802464
90,90,Celo,CELO,456611349,374454009,0.8200716,1.0,456611349.0,121.94,0.04442404251960275,0.036430896546664045
91,91,Holo,HOT,173342974127,358887200,0.0020704,1.0,173342974127.0,48300.13,16.864661095167495,0.034916390640437577
92,92,Gala,GALA,6977205436,353643147,0.0506855,1.0,6977205436.0,1972.95,0.6788172734551708,0.03440619299870736
93,93,Ankr,ANKR,9662899378,350524358,0.0362753,1.0,9662899378.0,2756.7,0.9401103449816244,0.0341027638013186
94,94,Convex Finance,CVX,67068758,347759665,5.1851216,1.0,67068758.0,19.29,0.0065251671112733275,0.03383378485531863
95,95,XDC Network,XDC,12305012699,341120865,0.0277221,1.0,12305012699.0,3607.23,1.1971634269314402,0.03318789128713415
96,96,GateToken,GT,78486112,340810535,4.3423037,1.0,78486112.0,23.03,0.007635969592788863,0.033157699060976605
97,97,Compound,COMP,7218898,337172096,46.7068652,1.0,7218898.0,2.14,0.000702331714704435,0.03280371274592997
98,98,yearn.finance,YFI,36638,327663528,8943.2700475,1.0,36638.0,0.01,3.564537047530121e-06,0.031878617410350536
99,99,Theta Fuel,TFUEL,5301214400,326994289,0.0616829,1.0,5301214400.0,1621.19,0.5157589149435056,0.031813506672615066
100,100,Oasis Network,ROSE,5027383223,326182504,0.0648812,1.0,5027383223.0,1541.28,0.48911768520429283,0.03173452753327534
101,101,Qtum,QTUM,104304725,324930129,3.1152005,1.0,104304725.0,32.1,0.010147880793027489,0.031612683079841726
102,102,Kyber Network Crystal v2,KNC,177809350,316017053,1.7772803,1.0,177809350.0,56.27,0.017299197976752275,0.030745523583978102
103,103,Gemini Dollar,GUSD,317897107,313882438,0.9873712,1.0,317897107.0,101.28,0.030928435373223068,0.030537845374203725
104,104,Kadena,KDA,198047245,313699763,1.5839643,1.0,198047245.0,63.13,0.01926815715824484,0.03052007279368193
105,105,IoTeX,IOTX,9540779324,307425576,0.0322223,1.0,9540779324.0,3103.44,0.9282291981742284,0.02990965268328748
106,106,Ravencoin,RVN,10473290000,306775453,0.0292912,1.0,10473290000.0,3413.99,1.0189538242951781,0.029846401754771965
107,107,Amp,AMP,42227702186,279954253,0.0066296,1.0,42227702186.0,15083.79,4.1083631441144615,0.02723694815306841
108,108,BORA,BORA,927500000,269285590,0.2903349,1.0,927500000.0,344.43,0.09023713389333989,0.02619898635081081
109,109,Livepeer,LPT,24494993,260030520,10.6156601,1.0,24494993.0,9.42,0.0023831352701427747,0.02529855401573563
110,110,Harmony,ONE,12440729399,252946639,0.0203321,1.0,12440729399.0,4918.32,1.2103674010871943,0.024609358200876882
111,111,Symbol,XYM,5582460005,252679897,0.0452632,1.0,5582460005.0,2209.3,0.5431214996500268,0.02458340668220413
112,112,OMG Network,OMG,140245398,252211999,1.798362,1.0,140245398.0,55.61,0.013644574401348508,0.024537884553390735
113,113,Balancer,BAL,43127774,251870827,5.8401073,1.0,43127774.0,17.12,0.004195931770306957,0.024504691687143122
114,114,0x,ZRX,847496055,250906376,0.2960561,1.0,847496055.0,337.77,0.08245349324971682,0.0244108595642099
115,115,TerraClassicUSD,USTC,9815492459,250150747,0.0254853,1.0,9815492459.0,3923.83,0.9549562342338016,0.024337343882003225
116,116,Ethereum Name Service,ENS,20244862,246612455,12.1814836,1.0,20244862.0,8.21,0.0019696370058719017,0.023993100939730738
117,117,Flux,FLUX,258221026,246539084,0.9547599,1.0,258221026.0,104.74,0.025122507059016277,0.023985962623018185
118,118,JUST,JST,8902080000,246354198,0.0276738,1.0,8902080000.0,3613.53,0.8660896872121003,0.023967974932735704
119,119,ICON,ICX,919483096,246077033,0.2676254,1.0,919483096.0,373.66,0.08945716360799427,0.023941009352988485
120,120,Reserve Rights,RSR,42302323974,244238600,0.0057736,1.0,42302323974.0,17320.08,4.1156231508800865,0.023762146900400953
121,121,Optimism,OP,234748364,243485446,1.0372189,1.0,234748364.0,96.41,0.022838835098124517,0.023688872012702512
122,122,IOST,IOST,18588745668,242342009,0.013037,1.0,18588745668.0,7670.46,1.808512271431329,0.023577626214678144
123,123,Golem,GLM,1000000000,241379099,0.2413791,1.0,1000000000.0,414.29,0.09729071039713195,0.023483944016729645
124,124,Audius,AUDIO,818441374,236156750,0.2885445,1.0,818441374.0,346.57,0.07962674269486476,0.02297585797257789
125,125,Hive,HIVE,434628723,232202178,0.5342541,1.0,434628723.0,187.18,0.04228533721966828,0.022591114853381285
126,126,Storj,STORJ,409514778,223507680,0.5457866,1.0,409514778.0,183.22,0.039841983669743786,0.02174522096641484
127,127,Celsius,CEL,238863520,222915617,0.9332342,1.0,238863520.0,107.15,0.023239201548759535,0.021687618736544984
128,128,Ontology,ONT,875249524,211319239,0.2414389,1.0,875249524.0,414.18,0.08515364796471159,0.02055939888289131
129,129,WAX,WAXP,2153908294,209214991,0.0971327,1.0,2153908294.0,1029.52,0.20955526805353455,0.020354675100119568
130,130,Serum,SRM,263244669,203975877,0.7748528,1.0,263244669.0,129.06,0.02561126085526786,0.01984495797720801
131,131,Siacoin,SC,51792172992,202357355,0.0039071,1.0,51792172992.0,25594.41,5.038897303402831,0.019687490822034623
132,132,Horizen,ZEN,12756381,199086220,15.6067947,1.0,12756381.0,6.41,0.0012410773695864766,0.0193692397740797
133,133,Moonbeam,GLMR,361035888,197859232,0.548032,1.0,361035888.0,182.47,0.035125438022379364,0.019249865239910943
134,134,MXC,MXC,2642132372,190039377,0.0719265,1.0,2642132372.0,1390.31,0.2570549354351393,0.01848906599175838
135,135,Secret,SCRT,163295557,189131301,1.1582146,1.0,163295557.0,86.34,0.015887140745225355,0.018400718632623794
136,136,ABBC Coin,ABBC,1009272150,187989948,0.1862629,1.0,1009272150.0,536.88,0.09819280445754071,0.018289675588439896
137,137,Immutable X,IMX,235284001,187213376,0.7956911,1.0,235284001.0,125.68,0.022890947602369507,0.018214122346885374
138,138,Chia,XCH,4916775,185252358,37.6776155,1.0,4916775.0,2.65,0.0004783565326128585,0.018023333512563813
139,139,UMA,UMA,68715424,184360273,2.6829533,1.0,68715424.0,37.27,0.006685372416200131,0.017936541929179185
140,140,Braintrust,BTRST,91803328,183607037,2.0000042,1.0,91803328.0,50.0,0.008931610997940915,0.01786325906364249
141,141,SXP,SXP,495541322,180816019,0.3648859,1.0,495541322.0,274.06,0.04821156724851391,0.01759171893969131
142,142,SKALE Network,SKL,3676102671,176468225,0.0480042,1.0,3676102671.0,2083.15,0.35765064035438426,0.01716871897277092
143,143,Polymath,POLY,924998413,174168860,0.188291,1.0,924998413.0,531.09,0.08999375271698966,0.016945012118458617
144,144,WOO Network,WOO,1145936933,173366827,0.1512883,1.0,1145936933.0,660.99,0.1114890182818806,0.016866981758126676
145,145,SwissBorg,CHSB,1000000000,170776075,0.1707761,1.0,1000000000.0,585.56,0.09729071039713195,0.01661492565558389
146,146,Smooth Love Potion,SLP,43319968385,167055614,0.0038563,1.0,43319968385.0,25931.47,4.214630498557947,0.016252959361889065
147,147,Casper,CSPR,5739164006,162370723,0.0282917,1.0,5739164006.0,3534.61,0.5583673432293896,0.015797162988365934
148,148,APENFT,NFT,277080562500000,160446861,6e-07,1.0,277080562500000.0,172693040.41,26957.36476286192,0.015609989087679885
149,149,DigiByte,DGB,15601048260,159879559,0.010248,1.0,15601048260.0,9758.0,1.5178370681553393,0.015554795873090171
150,150,Dogelon Mars,ELON,548740571930946,156107850,3e-07,1.0,548740571930946.0,351513759.19,53387.36006689022,0.015187843625068915
151,151,DAO Maker,DAO,90713907,155781619,1.7172849,1.0,90713907.0,58.23,0.00882562045492936,0.015156104379325349
152,152,Voyager Token,VGX,278482214,150686041,0.5410975,1.0,278482214.0,184.81,0.027093732433026128,0.014660351975821353
153,153,PlayDapp,PLA,423447002,146019629,0.3448357,1.0,423447002.0,289.99,0.04119745964011575,0.014206353437335652
154,154,Civic,CVC,1000000000,142716240,0.1427162,1.0,1000000000.0,700.69,0.09729071039713195,0.013884964374807579
155,155,CEEK VR,CEEK,803717779,141382092,0.1759101,1.0,803717779.0,568.47,0.0781942736777151,0.013755164168112666
156,156,SushiSwap,SUSHI,127244443,137384269,1.0796878,1.0,127244443.0,92.62,0.012379702253557365,0.013366213128400672
157,157,Bitcoin Standard Hashrate Token,BTCST,12201404,135587689,11.1124662,1.0,12201404.0,9.0,0.0011870832630024074,0.013191422583915395
158,158,Ellipsis,EPS,723701572,134908234,0.1864142,1.0,723701572.0,536.44,0.07040944005540113,0.01312531792428251
159,159,Keep Network,KEEP,855798667,134700537,0.1573975,1.0,855798667.0,635.33,0.08326126026934856,0.013105110935605156
160,160,Pundi X (New),PUNDIX,258491637,134476319,0.5202347,1.0,258491637.0,192.22,0.025148834995447556,0.013083296607101332
161,161,Lisk,LSK,128900445,134455034,1.0430921,1.0,128900445.0,95.87,0.012540815864556435,0.01308122577433053
162,162,Spell Token,SPELL,98299005465,133819775,0.0013614,1.0,98299005465.0,73456.26,9.563580073021406,0.013019420974934358
163,163,Nervos Network,CKB,33340068750,131533752,0.0039452,1.0,33340068750.0,25347.16,3.2436789733767193,0.012797012173280175
164,164,Render Token,RNDR,253798860,130399048,0.5137889,1.0,253798860.0,194.63,0.024692271387382236,0.012686616015029708
165,165,Celer Network,CELR,7085488367,129900686,0.0183333,1.0,7085488367.0,5454.54,0.6893521967360444,0.012638130022014775
166,166,MediBloc,MED,6222777786,128615694,0.0206685,1.0,6222777786.0,4838.27,0.605418471443432,0.012513112237480141
167,167,Energy Web Token,EWT,30062138,128397930,4.2710844,1.0,30062138.0,23.41,0.0029247667620766154,0.01249192582322122
168,168,Ren,REN,999037500,119316626,0.1194316,1.0,999037500.0,837.3,0.09719706808837471,0.011608399305728904
169,169,Conflux,CFX,2090735404,118716680,0.0567823,1.0,2090735404.0,1761.11,0.20340913270759467,0.011550030133188987
170,170,Nano,XNO,133248297,118138894,0.8866072,1.0,133248297.0,112.79,0.012963821474338026,0.01149381692279147
171,171,WINkLink,WIN,961737300000,116190384,0.0001208,1.0,961737300000.0,827725.38,93.5681051324196,0.011304245000675554
172,172,ConstitutionDAO,PEOPLE,5060137335,116069554,0.022938,1.0,5060137335.0,4359.57,0.49230435602920003,0.01129248936413827
173,173,Injective,INJ,71005554,113395603,1.5969962,1.0,71005554.0,62.62,0.006908180790801914,0.011032338771781149
174,174,Ontology Gas,ONG,316887697,112626968,0.355416,1.0,316887697.0,281.36,0.0308302291572411,0.010957557726595048
175,175,NuCypher,NU,703000000,112355376,0.1598227,1.0,703000000.0,625.69,0.06839536940918377,0.01093113434797687
176,176,Orbs,ORBS,2876767039,111535960,0.0387713,1.0,2876767039.0,2579.23,0.2798827088713638,0.010851412783226095
177,177,Request,REQ,999830316,110205901,0.1102246,1.0,999830316.0,907.24,0.09727420172022892,0.010722010398245996
178,178,iExec RLC,RLC,80999785,108411005,1.338411,1.0,80999785.0,74.72,0.007880526624664952,0.010547383691317025
179,179,dYdX,DYDX,65569295,107914727,1.6458119,1.0,65569295.0,60.76,0.006379283290789113,0.010499100452142557
180,180,Function X,FX,408520357,105840083,0.2590815,1.0,408520357.0,385.98,0.03974523574421995,0.01029725686356141
181,181,Ardor,ARDR,998999495,104288442,0.1043929,1.0,998999495.0,957.92,0.09719337055492608,0.010146296608390093
182,182,Ultra,UOS,303793578,104215850,0.3430482,1.0,303793578.0,291.5,0.029556293017706518,0.010139234081140945
183,183,Rally,RLY,3211062069,103421096,0.0322078,1.0,3211062069.0,3104.84,0.31240650982229434,0.010061911899889982
184,184,Tribe,TRIBE,453448622,103411506,0.2280556,1.0,453448622.0,438.49,0.044116338562980556,0.010060978881977274
185,185,Powerledger,POWR,485339140,100994622,0.2080908,1.0,485339140.0,480.56,0.04721898971413308,0.009825838520669811
186,186,MX TOKEN,MX,100000000,99994491,0.9999449,1.0,100000000.0,100.01,0.009729071039713195,0.009728535065189618
187,187,Numeraire,NMR,5888504,99734020,16.9370726,1.0,5888504.0,5.9,0.0005728967373363531,0.009703193656561766
188,188,COTI,COTI,1108643952,99397362,0.0896567,1.0,1108643952.0,1115.37,0.10786075766756385,0.009670439960580889
189,189,Status,SNT,3470483788,98960628,0.0285149,1.0,3470483788.0,3506.93,0.3376458331562495,0.009627949799466308
190,190,Velas,VLX,2343214766,98935259,0.042222,1.0,2343214766.0,2368.43,0.22797302919718931,0.009625481631434242
191,191,XYO,XYO,12844821266,97148912,0.0075633,1.0,12844821266.0,13221.79,1.249681785893328,0.009451686662788457
192,192,Telcoin,TEL,61728700558,96318244,0.0015603,1.0,61728700558.0,64088.27,6.005629129179655,0.009370870382964292
193,193,API3,API3,56547601,96307929,1.7031302,1.0,56547601.0,58.72,0.00550155627254357,0.009369866829286547
194,194,Ocean Protocol,OCEAN,613099141,94852749,0.1547103,1.0,613099141.0,646.37,0.05964885097176137,0.009228291333330847
195,195,Prom,PROM,16450000,94766925,5.7609073,1.0,16450000.0,17.36,0.0016004321860328206,0.009219941455401724
196,196,Chromia,CHR,567369439,94468697,0.166503,1.0,567369439.0,600.59,0.05519977577793222,0.009190926641421408
197,197,sUSD,SUSD,92621134,93354113,1.0079137,1.0,92621134.0,99.21,0.009011175924647952,0.009082487972264132
198,198,Constellation,DAG,1266911931,93095569,0.0734823,1.0,1266911931.0,1360.87,0.12325876177759222,0.009057334042835215
199,199,Dent,DENT,99007791203,93086017,0.0009402,1.0,99007791203.0,106361.62,9.63253834099078,0.009056404721969502
200,200,HEX,HEX,173411074413,7330364139,0.0422716,1.0,173411074413.0,2365.65,16.871286620370682,0.7131763345529705
201,201,Wrapped TRON,WTRX,101676082428,6345599404,0.06241,1.0,101676082428.0,1602.31,9.892138289817465,0.6173678739107772
202,202,Lido Staked ETH,stETH,3487728,5089659171,1459.3050751,1.0,3487728.0,0.07,0.00033932353479196824,0.49517655642586766
203,203,yOUcash,YOUC,8617397990,4406245088,0.5113197,1.0,8617397990.0,195.57,0.8383927722219169,0.42868671479539316
204,204,Bitcoin BEP2,BTCB,105215,2125322457,20199.8047522,1.0,105215.0,0.0,1.0236442094434239e-05,0.20677413166450792
205,205,Chain,XCN,21472783889,1816328646,0.0845875,1.0,21472783889.0,1182.21,2.0891023987649,0.1767119042840008
206,206,Toncoin,TON,1221401181,1621280920,1.3273943,1.0,1221401181.0,75.34,0.11883098857938595,0.15773557246011566
207,207,Frax,FRAX,1448771031,1448367686,0.9997216,1.0,1448771031.0,100.03,0.14095196280877528,0.14091272108719016
208,208,Wrapped BNB,WBNB,4356569,1234382738,283.3382733,1.0,4356569.0,0.35,0.0004238536929041227,0.1200939734819768
209,209,BitDAO,BIT,2060868173,1142635125,0.5544436,1.0,2060868173.0,180.36,0.20050332858600944,0.11116778303596567
210,210,Terra Classic,LUNC,6583136505651,858055938,0.0001303,1.0,6583136505651.0,767215.31,640.4780272760787,0.0834808717684974
211,211,BitTorrent,BTTOLD,990000000000,846922860,0.0008555,1.0,990000000000.0,116893.76,96.31780329316064,0.08239772670097073
212,212,Huobi BTC,HBTC,38969,786427582,20180.8509841,1.0,38969.0,0.0,3.7913216934658353e-06,0.07651209812867873
213,213,DeFiChain,DFI,510738161,458633532,0.8979817,1.0,510738161.0,111.36,0.04969007851061475,0.04462078214022575
214,214,Tether Gold,XAUT,246524,427612425,1734.5671213,1.0,246524.0,0.06,2.3984495089942556e-05,0.041602716602890305
215,215,GensoKishi Metaverse,MV,1709312901,329409201,0.1927144,1.0,1709312901.0,518.9,0.16630026642927248,0.03204845517664163
216,216,Counos X,CCXX,17918635,323328354,18.0442514,1.0,17918635.0,5.54,0.0017433167284969125,0.03145684525219536
217,217,Osmosis,OSMO,282464369,322153158,1.140509,1.0,282464369.0,87.68,0.027481159121887616,0.0313425095984995
218,218,NXM,NXM,6554002,321714234,49.0866854,1.0,6554002.0,2.04,0.0006376435105242236,0.03129980637072914
219,219,ZEON,ZEON,30529103436,272807092,0.008936,1.0,30529103436.0,11190.73,2.970198161075962,0.02654159578205573
220,220,Threshold,T,8245460686,265409283,0.0321885,1.0,8245460686.0,3106.7,0.8022067276925628,0.02582185768906344
221,221,WEMIX,WEMIX,123233682,256793915,2.0837965,1.0,123233682.0,47.99,0.011989492466634253,0.02498366241601072
222,222,BinaryX,BNX,2022898,255313897,126.2119479,1.0,2022898.0,0.79,0.00019680918348093744,0.024839670413390174
223,223,Safe,SAFE,20835499,233382347,11.2011883,1.0,20835499.0,8.93,0.0020271004991887324,0.022705934333779956
224,224,Rocket Pool,RPL,10279742,229454558,22.3210425,1.0,10279742.0,4.48,0.001000123401879234,0.022323796951679915
