,name,coin,supply,mcap,price
2466,DMScript,DMST,100000000,20565,0.00021
2467,GuccioneCoin,GCC,20285537,20492,0.00101
2468,Crypto Kombat,KOMBAT,10107,20353,2.01375
2469,Theresa May Coin,MAY,100018000,20208,0.0002
2470,Adzcoin,ADZ,49827043,20134,0.0004
2471,Bela,BELA,49711602,20088,0.0004
2472,Ignition,IC,1559202,20035,0.01285
2473,Knekted,KNT,549160032,19996,4e-05
2474,ZumCoin,ZUM,988819491,19978,2e-05
2475,FinNexus,FNX,34472130,19690,0.00057
2476,Rupee,RUP,44156650,19627,0.00044
2477,Depth Token,DEP,527671561,19560,4e-05
2478,PayCoin,XPY,11995342,19388,0.00162
2479,Open Governance Token,OPEN,3630939,19371,0.00533
2480,Opus,OPT,140080549,19245,0.00014
2481,Bitcoin 21,XBTC21,793108,19229,0.02425
2482,WeBlock,WON,4505536,19149,0.00425
2483,Horde,HOR,16819757,18754,0.00111
2484,Desire,DSR,10269488,18674,0.00182
2485,Kineko,KKO,9334291,18600,0.00199
2486,Kush Finance,KSEED,262272,18097,0.069
2487,MedicCoin,MEDIC,298349398,18084,6e-05
2488,yAxis,YAXIS,931896,17657,0.01895
2489,FuzzBalls,FUZZ,4829945,17565,0.00364
2490,Phantomx,PNX,48495525,16657,0.00034
2491,SF Capital,SFCP,99999500,16254,0.00016
2492,Blocktix,TIX,40000000,16163,0.0004
2493,Grimm,GRIMM,60501300,16027,0.00026
2494,Coin2.1,C2,78245975,15809,0.0002
2495,ETHplode,ETHPLO,44823232,15792,0.00035
2496,Global Crypto Alliance,CALL,78108440,15781,0.0002
2497,Centurion,CNT,77663826,15691,0.0002
2498,FirstCoin,FRST,31207528,15450,0.0005
2499,Bitzeny,ZNY,75614500,15277,0.0002
2500,Rewardiqa,REW,10000000,15008,0.0015
2501,Escroco Emerald,ESCE,1000000000,15008,2e-05
2502,EvenCoin,EVN,31247621,15007,0.00048
2503,Decentralized Crypto Token,DCTO,993067232,14904,2e-05
2504,BSClaunch,BSL,1953140,14885,0.00762
2505,Rivetz,RVT,26244468,14778,0.00056
2506,Gaj Finance,GAJ,1941413,14769,0.00761
2507,BoatPilot Token,NAVY,73863346,14661,0.0002
2508,Kind Ads Token,KIND,42246693,14583,0.00035
2509,BackPacker Coin,BPC,7178286,14491,0.00202
2510,BERNcash,BERN,71234301,14380,0.0002
2511,Ccore,CCO,1699999,14313,0.00842
2512,ZeusNetwork,ZEUS,70000000000,14131,0.0
2513,Pyrk,PYRK,15781994,13944,0.00088
2514,Commercium,CMM,44297172,13413,0.0003
2515,Zuflo Coin,ZFL,64944573,13110,0.0002
2516,PosEx,PEX,2453240,12876,0.00525
2517,Herbalist Token,HERB,9499999999,12832,0.0
2518,PostCoin,POST,15868233,12813,0.00081
2519,GenesisX,XGS,12618118,12736,0.00101
2520,Plus-Coin,NPLC,469946471,12696,3e-05
2521,Twinci,TWIN,200000,12409,0.06204
2522,BiShares,BISON,431235,12371,0.02869
2523,DEJAVE,DJV,2635,12154,4.61252
2524,TRAXIA,TM2,328320714,12084,4e-05
2525,Akroma,AKA,19177485,11614,0.00061
2526,BitBlocks Finance,BBKFI,6228717,11519,0.00185
2527,TajCoin,TAJ,28398436,11465,0.0004
2528,Arbidex,ABX,23561171,11424,0.00048
2529,YoloCash,YLC,29499388,11068,0.00038
2530,8X8 PROTOCOL,EXE,310000000,11006,4e-05
2531,Shivers,SHVR,54453298,10992,0.0002
2532,SuperCoin,SUPER,54200661,10941,0.0002
2533,UNICORN Token,UNI,106912509,10791,0.0001
2534,Civitas,CIV,8715357,10556,0.00121
2535,XDNA,XDNA,8822007,10329,0.00117
2536,NestEGG Coin,EGG,42342655,10257,0.00024
2537,AmsterdamCoin,AMS,50201886,10134,0.0002
2538,Crypto Piece,BELLY,64078724,9718,0.00015
2539,DraftCoin,DFT,8715912,9566,0.0011
2540,Digiwage,WAGE,47062308,9500,0.0002
2541,SCRIV NETWORK,SCRIV,24744362,9491,0.00038
2542,Veles,VLS,1290049,9375,0.00727
2543,KUN,KUN,2000,9080,4.54
2544,Kwikswap Protocol,KWIK,9497188,9069,0.00095
2545,EDRCoin,EDRC,2931224,8876,0.00303
2546,PlatinumBAR,XPTX,2160126,8721,0.00404
2547,Guider,GDR,249181440,8697,3e-05
2548,PAYCENT,PYN,85310628,8695,0.0001
2549,ParkByte,PKB,4764026,8655,0.00182
2550,StarterCoin,STAC,342007189,8502,2e-05
2551,Streamit Coin,STREAM,13529414,8193,0.00061
2552,ModiHost,AIM,1246664,8178,0.00656
2553,Defis,XGM,134558580,8149,6e-05
2554,Acoin,ACOIN,1220085,8128,0.00666
2555,Helix,HLIX,40224253,8120,0.0002
2556,Quantis Network,QUAN,39779347,8030,0.0002
2557,Datacoin,DTC,39712849,8017,0.0002
2558,Bitcloud,BTDX,39578390,7990,0.0002
2559,FUZE Token,FUZE,749,7983,10.65821
2560,Multiplier,BMXX,1012442,7617,0.00752
2561,Gene Source Code Chain,GENE,375244800,7575,2e-05
2562,X-Coin,XCO,12384976,7500,0.00061
2563,LCMS,LCMS,14922868,7462,0.0005
2564,Dollarcoin,DLC,9106714,7353,0.00081
2565,CrevaCoin,CREVA,36390750,7346,0.0002
2566,Bitcoin Adult,BTAD,51582493,7289,0.00014
2567,Elementeum,ELET,5223113,7216,0.00138
2568,Thore Cash,TCH,55056178,7210,0.00013
2569,Arionum,ARO,159429300,7178,5e-05
2570,Dreamcoin,DRM,2724393,7150,0.00262
2571,MDtoken,MDTK,4107112,6868,0.00167
2572,Arion,ARION,16982842,6857,0.0004
2573,Bonpay,BON,11290301,6837,0.00061
2574,Zealium,NZL,17826578,6837,0.00038
2575,Cream,CRM,45108749,6686,0.00015
2576,Vortex Defi,VTX,2500000,6617,0.00265
2577,SongCoin,SONG,32565300,6574,0.0002
2578,Gossip Coin,GOSS,32479221,6556,0.0002
2579,Kemacoin,KEMA,24360241,6393,0.00026
2580,XOVBank,XOV,141755903,6383,5e-05
2581,TravelNote,TVNT,2153333,6323,0.00294
2582,Zayedcoin,ZYD,6243840,6302,0.00101
2583,Alpha Coin,APC,35000000,6298,0.00018
2584,WXCOINS,WXC,31000000,6258,0.0002
2585,iBTC,IBTC,49993999,6172,0.00012
2586,VEKTOR,VEKTOR,391306102445,6115,0.0
2587,Litecred,LTCR,30227750,6102,0.0002
2588,HyperAlloy,ALLOY,3453286,6035,0.00175
2589,Cannation,CNNC,2476893,6000,0.00242
2590,EveriToken,EVT,22614716,5826,0.00026
2591,Veltor,VLT,554855,5824,0.0105
2592,HeartBout,HB,53495267,5801,0.00011
2593,S.Finance,SFG,84903,5769,0.06795
2594,Datamine,DAM,3015196,5689,0.00189
2595,Rabbit token,RBT,20000000000,5651,0.0
2596,BowsCoin,BSC,5550102,5602,0.00101
2597,HOMIHELP,HOMI,1150359,5596,0.00486
2598,BitCoal,COAL,4500000,5450,0.00121
2599,Independent Money System,IMS,5368934,5419,0.00101
2600,Gold Poker,GPKR,5260826,5310,0.00101
2601,Dynamite,DYNMT,385551,5307,0.01376
2602,SpeedCash,SCS,574745,5221,0.00908
2603,Mesefa,SEFA,430655,5168,0.012
2604,SBank,STS,14650000,5155,0.00035
2605,MarteXcoin,MXT,6360851,5137,0.00081
2606,SkyHub Coin,SHB,643413,5066,0.00787
2607,JavaScript Token,JS,7991996,5002,0.00063
2608,GoHelpFund,HELP,12147167,4905,0.0004
2609,Rigel Finance,RIGEL,4199,4871,1.16004
2610,GeyserCoin,GSR,1710392,4662,0.00273
2611,Italo,XTA,17891126,4548,0.00025
2612,SpreadCoin,SPR,11159260,4506,0.0004
2613,Paypex,PAYX,149998018,4503,3e-05
2614,Matrexcoin,MAC,22176440,4477,0.0002
2615,Prime-XI,PXI,21931815,4428,0.0002
2616,Mobile Crypto Pay Coin,MCPC,9647081,4382,0.00045
2617,SwiftCash,SWIFT,212306696,4286,2e-05
2618,Cabbage,CAB,10499996,4240,0.0004
2619,ALL BEST ICO,ALLBI,479147304,4209,1e-05
2620,Quebecoin,QBC,6703138,4060,0.00061
2621,DNotes,NOTE,135043262,4054,3e-05
2622,Kalkulus,KLKS,19561754,3949,0.0002
2623,Klimatas,KTS,722904,3831,0.0053
2624,VectorAI,VEC2,18399311,3715,0.0002
2625,MustangCoin,MST,630343,3563,0.00565
2626,PAXEX,PAXEX,17571745,3547,0.0002
2627,GokuMarket Credit,GMC,3155000,3471,0.0011
2628,Californium,CF,2446961,3458,0.00141
2629,PLNcoin,PLNC,17089600,3450,0.0002
2630,Scanetchain,SWC,839506297,3390,0.0
2631,Bitvolt,VOLT,16588056,3349,0.0002
2632,SafeCapital,SCAP,1852870,3329,0.0018
2633,Cubiex Power,CBIX-P,168605,3265,0.01936
2634,Electrum Dark,ELD,3899312,3230,0.00083
2635,Carebit,CARE,157853770,3187,2e-05
2636,CRDT,CRDT,8779314,3162,0.00036
2637,HeroFi (ROFI),ROFI,82369,3047,0.03699
2638,Apollon,XAP,148585276,3000,2e-05
2639,Ultragate,ULG,14547779,2937,0.0002
2640,Comet,CMT,872830,2819,0.00323
2641,LitecoinToken,LTK,93798013228,2814,0.0
2642,Bitcoin Token,BTCT,13790433,2784,0.0002
2643,iBank,IBANK,4526324,2741,0.00061
2644,Gentarium,GTM,6674931,2695,0.0004
2645,ZINC,ZINC,5583588,2674,0.00048
2646,Mate,MATE,2699727,2536,0.00094
2647,Merebel,MERI,6195344,2501,0.0004
2648,High Voltage,HVCO,1494171,2440,0.00163
2649,Litecoin Plus,LCP,2752341,2223,0.00081
2650,Exosis,EXO,516268,2195,0.00425
2651,ARbit,ARB,10830050,2186,0.0002
2652,SocialCoin,SOCC,10518425,2117,0.0002
2653,STRAKS,STAK,23858907,1927,8e-05
2654,Feellike,FLL,1785468,1786,0.001
2655,Coinonat,CXT,8623200,1741,0.0002
2656,ECOSC,ECU,861265,1723,0.002
2657,Cryptobuyer,XPT,57282664,1719,3e-05
2658,Dash Green,DASHG,2300683,1626,0.00071
2659,Wild Beast Block,WBB,181919,1616,0.00888
2660,GravityCoin,GXX,7529514,1520,0.0002
2661,LiteCoin Ultra,LTCU,1031300,1457,0.00141
2662,Iconic,ICON,592894,1436,0.00242
2663,ITO Utility Token,IUT,92217603,1384,2e-05
2664,Joint Ventures,JOINT,22248085,1336,6e-05
2665,Blizzard Network,BLIZZ,540000,1257,0.00233
2666,Crystal Token,CYL,564377,1139,0.00202
2667,Save and Gain,SANDG,3064800,1079,0.00035
2668,ImageCash,IMGC,5336414,1077,0.0002
2669,CashHand,CHND,1727270,1038,0.0006
2670,Halving Token,HALV,2425451,979,0.0004
2671,IBStoken,IBS,1069402,959,0.0009
2672,KZ Cash,KZC,1563996,884,0.00057
2673,Aeron,ARNX,20000000,872,4e-05
2674,Helpico,HELP,23628,849,0.03593
2675,Bitcoin CZ,BCZ,4067456,821,0.0002
2676,Concoin,CONX,744266,751,0.00101
2677,Abulaba,AAA,15090818,679,4e-05
2678,IFX24,IFX24,3000000,606,0.0002
2679,Dinero,DIN,8947929,542,6e-05
2680,PonziCoin,PONZI,861099,522,0.00061
2681,Argus,ARGUS,1148324,464,0.0004
2682,Diligence,IRA,21000000,424,2e-05
2683,SONO,SONO,2084823,421,0.0002
2684,Storeum,STO,278998364,355,0.0
2685,Staker,STR,1697796,343,0.0002
2686,Bulleon,BUL,1096353,221,0.0002
2687,Trexcoin,TREX,1006849553,203,0.0
2688,Fabric,FAB,49413402,155,0.0
2689,CryptoVerificationCoin,CVCC,582595,123,0.00021
2690,Nibble,NBXC,269549,49,0.00018
2691,NFT,NFT,36863404,21,0.0
2692,CryptoPlanes,CPAN,15600000,12,0.0
2693,YFFII Finance,YFFII,30000,2,7e-05
2694,Innovative Bioresearch Classic,INNBCL,3570727162,0,0.0
2695,Mainstream For The Underground,MFTU,1075139615,0,0.0
